1031335255,catedral-de-santa-maria-de-leon
250042518,catedral-de-leon-leon-y-castilla-espana
340580849,plaza-de-la-picara-justina
242478272,hotel-spa-paris
967780203300440,murallas-de-leon
36857001,barrio-romantico
216401820,bembibre-el-bierzo-leon
748813,palacio-de-los-guzmanes
321925231,las-medulas
1034848873,casa-botines-de-gaudi
266751109,barrios-de-luna
1302528656468980,tryp-leon
102387749901954,hotel-real-colegiata-san-isidoro
2143598505873250,parque-del-cid
12170,plaza-san-isidoro
314177842,san-isidoro-leon
2017075838610000,plaza-de-regla-catedral-sta-maria-de-leon-espana
235283650,catedral-de-leon
1447938581884400,puente-de-san-marcos
764205496,san-marcos
445773696,catedral-de-leao
116847182364069,palacio-de-los-guzmanes
253792709,pantano-de-luna
258321663,iglesia-de-san-marcos-leon
322012633,edificio-botines
1026788675,hotel-alfonso-v-4
1029048074,hotel-infantas-de-leon
295359491,musac-museo-de-arte-contemporaneo-de-castilla-y-leon
1903096216369350,plaza-mayor-de-leon
818528,estacion-renfe-leon
257592901,plaza-de-regla-catedral-sta-maria-de-leon-espana
3233776,puente-de-los-leones
127804584531920,san-isidoro
367581240353144,catedral-de-leon
761635,estacion-de-autobuses
352200975,puerto-de-aralla
3791555,plaza-de-regla
315868250,casona-puerta-castillo
1035083623,museo-san-isidoro-de-leon
2556113,hotel-silken-luis-de-leon
267311756,avenida-ordono-ii
282492103,palacio-de-conde-luna
289532085103037,plaza-de-regla
245160493,puente-de-san-marcos
251902475,plaza-catedral-de-leon
250757079,parador-nacional-hostal-de-san-marcos
2209829,hotel-quindos
1937301836360030,iglesia-nuestra-senora-del-mercado
353785229,mercado-del-conde-luna
294916996,puerto-pajares
1214738,parque-de-san-francisco
256796610,basilica-romanica-de-san-isidoro
6735492,cocinandos
942330191,qh-hoteles-centro-leon
257713796,plaza-san-martin-leon
996210,hotel-temple-riosol
1253300858059440,parque-de-la-candamia
1357186,parque-la-candamia
1018686210,plaza-san-marcos-leon
795442770588145,parroquia-de-santa-marina-la-real
1029097204,las-medulas
254881089,valdorria
269040581,leon-city
357356640,casa-botines
668101413235385,murallas-de-leon
861443396,casa-botines
2123857957656840,embalse-del-porma
311938510,plaza-de-santo-martino
257961092,plaza-san-marcos-leon
1799565430109020,palacio-del-conde-luna-leon
643679676,parador-de-san-marcos-leon
1025175176,el-humedo
711665630,pto-pajares-leon-espana
4452250,plaza-de-san-martin
1031535388,san-francisco-de-asis-albergue-de-peregrinos
382914328733027,iglesia-de-san-marcos-leon
183522512211382,plaza-mayor-de-leon
315646182,plaza-de-san-marcos
286339735113788,catedral-de-santa-maria-de-leon
291875935025395,hotel-palacete-colonial
158279520867801,palacio-de-los-guzmanes
241264942,iglesia-san-marcelo
702964371,casa-botines
980965965625301,parque-san-francisco-leon
781333078900366,santa-monica
1031592305,leon
10140015,hotel-alfonso-v
240954963,parador-de-leon-hostal-san-marcos
340632779611653,casa-botines
38712353,mercado-medieval-san-froilan
153413784697441,iglesia-de-san-juan-y-san-pedro-de-renueva
244389294,catedral-de-santa-maria-de-leon
235715599,parque-san-francisco-leon
107462697534434,hotel-camarote
213798608,ciudad-de-leon
345658229195593,calle-ancha-leon
1010390499054730,el-grano
1034730944,centro-leon
257040213,plaza-san-marcelo
174489613336304,leon
827721,plaza-de-santo-domingo
247121709,en-el-barrio-humedo-en-leon
1818113,parque-del-cid
